1604141641;24,850000381469727;24,239999771118164;0; 0; 0; 0;29; 39; 30; 40;
1604141643;24,850000381469727;24,239999771118164;0; 0; 0; 0;29; 39; 30; 40;
1604141644;24,84000015258789;24,299999237060547;33,14000000000004; 33,39000000000004; 32,920000000000016; 4;2; 29; 41; 68;
1604141646;24,850000381469727;24,31999969482422;0; 0; 0; 0;2; 29; 41; 68;
1604141648;24,889999389648438;24,31999969482422;30,80000000000001; 35,110000000000014; 21,220000000000027; 1600;0; 6; 44; 50;
1604141649;24,889999389648438;24,31999969482422;0; 0; 0; 0;0; 6; 44; 50;
1604141651;24,940000534057617;24,329999923706055;28,660000000000025; 35,170000000000016; 20,930000000000007; 2025;0; 12; 44; 56;
1604141652;24,940000534057617;24,329999923706055;0; 0; 0; 0;0; 12; 44; 56;
1604141654;24,989999771118164;24,350000381469727;30,090000000000032; 35,150000000000034; 21,110000000000014; 2025;0; 11; 46; 57;
1604141655;24,989999771118164;24,350000381469727;0; 0; 0; 0;0; 11; 46; 57;
1604141657;25,020000457763672;24,360000610351562;29,920000000000016; 34,99000000000001; 21,110000000000014; 2209;0; 9; 46; 55;
1604141658;25,020000457763672;24,360000610351562;0; 0; 0; 0;0; 9; 46; 55;
1604141660;25,030000686645508;24,360000610351562;29,210000000000036; 34,93000000000001; 20,83000000000004; 2209;0; 8; 45; 53;
1604141661;25,030000686645508;24,360000610351562;0; 0; 0; 0;0; 8; 45; 53;
1604141663;25,049999237060547;24,3700008392334;28,400000000000034; 34,80000000000001; 20,49000000000001; 2116;0; 8; 47; 55;
1604141664;25,040000915527344;24,3700008392334;0; 0; 0; 0;0; 8; 47; 55;
1604141666;25,049999237060547;24,3700008392334;28,400000000000034; 34,700000000000045; 20,470000000000027; 2304;0; 7; 47; 54;
1604141667;25,049999237060547;24,3799991607666;0; 0; 0; 0;0; 7; 47; 54;
1604141670;25,040000915527344;24,3700008392334;0; 0; 0; 0;0; 7; 47; 54;
1604141670;25,030000686645508;24,3700008392334;28,980000000000018; 34,620000000000005; 20,470000000000027; 2304;0; 12; 45; 57;
1604141673;25,030000686645508;24,3700008392334;0; 0; 0; 0;0; 12; 45; 57;
1604141675;25,020000457763672;24,40999984741211;29,49000000000001; 34,32000000000005; 19,920000000000016; 2116;3; 27; 41; 65;
1604141676;25,010000228881836;24,420000076293945;0; 0; 0; 0;3; 27; 41; 65;
1604141679;25,030000686645508;24,440000534057617;0; 0; 0; 0;3; 27; 41; 65;
1604141680;25,049999237060547;24,440000534057617;28,150000000000034; 34,80000000000001; 20,720000000000027; 1521;5; 30; 43; 68;
1604141682;25,06999969482422;24,450000762939453;0; 0; 0; 0;5; 30; 43; 68;
1604141684;25,110000610351562;24,459999084472656;30,680000000000007; 34,879999999999995; 21,02000000000004; 1521;0; 2; 40; 42;
1604141685;25,1200008392334;24,459999084472656;0; 0; 0; 0;0; 2; 40; 42;
1604141687;25,139999389648438;24,459999084472656;28,160000000000025; 34,80000000000001; 20,730000000000018; 1681;1; 29; 46; 74;
1604141688;25,149999618530273;24,450000762939453;0; 0; 0; 0;1; 29; 46; 74;
1604141689;25,149999618530273;24,450000762939453;26,80000000000001; 34,950000000000045; 20,640000000000043; 2116;0; 0; 43; 43;
1604141690;25,15999984741211;24,450000762939453;24,010000000000048; 33,89000000000004; 20,420000000000016; 1936;0; 0; 44; 44;
1604141691;25,15999984741211;24,450000762939453;0; 0; 0; 0;0; 0; 44; 44;
1604141694;25,170000076293945;24,450000762939453;0; 0; 0; 0;0; 0; 44; 44;
1604141694;25,170000076293945;24,450000762939453;29,629999999999995; 34,64000000000004; 20,360000000000014; 2025;2; 36; 46; 79;
1604141697;25,149999618530273;24,440000534057617;0; 0; 0; 0;2; 36; 46; 79;
1604141697;25,149999618530273;24,440000534057617;28,590000000000032; 34,610000000000014; 20,77000000000004; 1980;0; 0; 47; 47;
1604141700;25,139999389648438;24,450000762939453;0; 0; 0; 0;0; 0; 47; 47;
1604141700;25,139999389648438;24,450000762939453;27,620000000000005; 34,43000000000001; 20,120000000000005; 2304;0; 31; 46; 77;
1604141703;25,1299991607666;24,440000534057617;0; 0; 0; 0;0; 31; 46; 77;
1604141703;25,1299991607666;24,43000030517578;28,010000000000048; 34,64000000000004; 20,640000000000043; 2209;0; 2; 43; 45;
1604141706;25,1200008392334;24,43000030517578;0; 0; 0; 0;0; 2; 43; 45;
1604141708;25,1200008392334;24,489999771118164;27,410000000000025; 34,200000000000045; 19,5; 1936;4; 37; 47; 79;
1604141709;25,1200008392334;24,510000228881836;0; 0; 0; 0;4; 37; 47; 79;
1604141712;25,149999618530273;24,510000228881836;0; 0; 0; 0;4; 37; 47; 79;
1604141715;25,200000762939453;24,520000457763672;27,27000000000004; 34,57000000000005; 20,49000000000001; 1892;0; 13; 38; 51;
1604141715;25,200000762939453;24,520000457763672;0; 0; 0; 0;0; 13; 38; 51;
1604141718;25,239999771118164;24,530000686645508;0; 0; 0; 0;0; 13; 38; 51;
1604141718;25,25;24,530000686645508;31,05000000000001; 34,51000000000005; 20,970000000000027; 1521;0; 38; 43; 79;
1604141721;25,270000457763672;24,540000915527344;0; 0; 0; 0;0; 38; 43; 79;
1604141721;25,280000686645508;24,540000915527344;25,560000000000002; 34,64000000000004; 20,480000000000018; 1848;0; 9; 44; 53;
1604141724;25,280000686645508;24,540000915527344;0; 0; 0; 0;0; 9; 44; 53;
1604141724;25,280000686645508;24,540000915527344;29,379999999999995; 34,370000000000005; 20,55000000000001; 2025;2; 31; 48; 77;
1604141727;25,280000686645508;24,540000915527344;0; 0; 0; 0;2; 31; 48; 77;
1604141727;25,280000686645508;24,540000915527344;27,310000000000002; 34,30000000000001; 20,480000000000018; 2209;0; 4; 46; 50;
1604141730;25,280000686645508;24,540000915527344;0; 0; 0; 0;0; 4; 46; 50;
1604141730;25,280000686645508;24,540000915527344;28,400000000000034; 34,39000000000004; 20,150000000000034; 2209;4; 32; 47; 75;
1604141733;25,280000686645508;24,540000915527344;0; 0; 0; 0;4; 32; 47; 75;
1604141733;25,280000686645508;24,540000915527344;26,210000000000036; 34,31; 20,24000000000001; 1936;0; 7; 43; 50;
1604141736;25,270000457763672;24,540000915527344;0; 0; 0; 0;0; 7; 43; 50;
1604141737;25,270000457763672;24,540000915527344;29,230000000000018; 34,06; 20,110000000000014; 1936;3; 36; 49; 79;
1604141739;25,260000228881836;24,540000915527344;0; 0; 0; 0;3; 36; 49; 79;
1604141740;25,25;24,600000381469727;27,890000000000043; 34,18000000000001; 19,920000000000016; 2068;0; 0; 45; 45;
1604141741;25,25;24,6200008392334;26,640000000000043; 34,28000000000003; 19,220000000000027; 2116;0; 2; 44; 46;
1604141742;25,260000228881836;24,6299991607666;0; 0; 0; 0;0; 2; 44; 46;
1604141744;25,280000686645508;24,6299991607666;27,950000000000045; 34,59000000000003; 20,420000000000016; 2025;0; 27; 44; 71;
1604141745;25,299999237060547;24,6299991607666;0; 0; 0; 0;0; 27; 44; 71;
1604141747;25,34000015258789;24,639999389648438;28,720000000000027; 34,950000000000045; 20,920000000000016; 2025;0; 4; 44; 48;
1604141748;25,350000381469727;24,639999389648438;0; 0; 0; 0;0; 4; 44; 48;
1604141750;25,3799991607666;24,649999618530273;28,900000000000034; 34,58000000000004; 20,82000000000005; 2025;4; 32; 48; 76;
1604141751;25,3799991607666;24,649999618530273;0; 0; 0; 0;4; 32; 48; 76;
1604141753;25,399999618530273;24,649999618530273;27,860000000000014; 34,79000000000002; 20,900000000000034; 2025;0; 3; 42; 45;
1604141754;25,40999984741211;24,65999984741211;0; 0; 0; 0;0; 3; 42; 45;
1604141756;25,40999984741211;24,65999984741211;27,83000000000004; 34,22000000000003; 20,150000000000034; 1849;3; 36; 47; 79;
1604141757;25,40999984741211;24,65999984741211;0; 0; 0; 0;3; 36; 47; 79;
