1604228288;25,43000030517578;24,950000762939453;0; 0; 0; 0;0; 0; 59; 79;
1604228291;25,43000030517578;24,950000762939453;0; 0; 0; 0;0; 0; 59; 79;
1604228294;25,40999984741211;24,950000762939453;0; 0; 0; 0;0; 0; 59; 79;
1604228297;25,40999984741211;24,989999771118164;0; 0; 0; 0;0; 0; 59; 79;
1604228297;25,40999984741211;25,0;30,430000000000007; 35,23000000000002; 19,58000000000004; 4800;6; 9; 56; 59;
1604228300;25,43000030517578;25,030000686645508;0; 0; 0; 0;6; 9; 56; 59;
1604228303;25,479999542236328;25,030000686645508;0; 0; 0; 0;6; 9; 56; 59;
1604228306;25,549999237060547;25,040000915527344;0; 0; 0; 0;6; 9; 56; 59;
1604228306;25,559999465942383;25,049999237060547;34,64000000000004; 36,110000000000014; 32,01000000000005; 2601;8; 5; 59; 65;
1604228308;25,600000381469727;25,059999465942383;34,51000000000005; 36,360000000000014; 23,170000000000016; 3172;9; 3; 59; 68;
1604228309;25,6200008392334;25,06999969482422;0; 0; 0; 0;9; 3; 59; 68;
1604228309;25,6200008392334;25,06999969482422;33,629999999999995; 35,920000000000016; 21,590000000000032; 3366;9; 4; 59; 68;
1604228312;25,65999984741211;25,079999923706055;0; 0; 0; 0;9; 4; 59; 68;
1604228315;25,68000030517578;25,09000015258789;0; 0; 0; 0;9; 4; 59; 68;
1604228318;25,690000534057617;25,09000015258789;0; 0; 0; 0;9; 4; 59; 68;
1604228321;25,68000030517578;25,1299991607666;0; 0; 0; 0;9; 4; 59; 68;
1604228321;25,68000030517578;25,139999389648438;32,01000000000005; 35,02000000000004; 20,350000000000023; 3315;8; 11; 57; 60;
1604228324;25,690000534057617;25,15999984741211;0; 0; 0; 0;8; 11; 57; 60;
1604228327;25,739999771118164;25,149999618530273;0; 0; 0; 0;8; 11; 57; 60;
1604228330;25,790000915527344;25,170000076293945;0; 0; 0; 0;8; 11; 57; 60;
1604228333;25,829999923706055;25,18000030517578;0; 0; 0; 0;8; 11; 57; 60;
1604228491;25,389999389648438;24,950000762939453;0; 0; 0; 0;8; 11; 57; 60;
1604228494;25,3799991607666;24,950000762939453;0; 0; 0; 0;8; 11; 57; 60;
1604228497;25,3799991607666;24,950000762939453;0; 0; 0; 0;8; 11; 57; 60;
1604228500;25,3799991607666;24,950000762939453;0; 0; 0; 0;8; 11; 57; 60;
1604228502;25,3700008392334;25,010000228881836;33,76000000000005; 35,47000000000003; 28,160000000000025; 2500;10; 12; 59; 61;
1604228503;25,3700008392334;25,030000686645508;0; 0; 0; 0;10; 12; 59; 61;
1604228506;25,40999984741211;25,010000228881836;0; 0; 0; 0;10; 12; 59; 61;
1604228509;25,479999542236328;25,010000228881836;0; 0; 0; 0;10; 12; 59; 61;
1604228512;25,530000686645508;25,030000686645508;0; 0; 0; 0;10; 12; 59; 61;
1604228515;25,56999969482422;25,030000686645508;0; 0; 0; 0;10; 12; 59; 61;
1604228516;25,579999923706055;25,040000915527344;34,08000000000004; 35,82000000000005; 28,340000000000032; 2500;8; 13; 57; 62;
1604228518;25,59000015258789;25,040000915527344;0; 0; 0; 0;8; 13; 57; 62;
1604228521;25,610000610351562;25,040000915527344;0; 0; 0; 0;8; 13; 57; 62;
1604228524;25,6200008392334;25,049999237060547;0; 0; 0; 0;8; 13; 57; 62;
1604228527;25,6200008392334;25,040000915527344;0; 0; 0; 0;8; 13; 57; 62;
1604228528;25,610000610351562;25,100000381469727;33,31; 35,08000000000004; 27,25; 2500;8; 11; 57; 60;
1604228530;25,6200008392334;25,1200008392334;0; 0; 0; 0;8; 11; 57; 60;
1604228533;25,65999984741211;25,1200008392334;0; 0; 0; 0;8; 11; 57; 60;
1604228536;25,719999313354492;25,1299991607666;0; 0; 0; 0;8; 11; 57; 60;
1604228539;25,75;25,139999389648438;0; 0; 0; 0;8; 11; 57; 60;
1604228542;25,770000457763672;25,139999389648438;0; 0; 0; 0;8; 11; 57; 60;
1604228545;25,770000457763672;25,139999389648438;0; 0; 0; 0;8; 11; 57; 60;
1604228548;25,770000457763672;25,139999389648438;0; 0; 0; 0;8; 11; 57; 60;
1604228578;25,520000457763672;25,010000228881836;0; 0; 0; 0;8; 11; 57; 60;
1604228581;25,5;25,0;0; 0; 0; 0;8; 11; 57; 60;
1604228584;25,459999084472656;24,989999771118164;0; 0; 0; 0;8; 11; 57; 60;
1604228587;25,43000030517578;24,969999313354492;0; 0; 0; 0;8; 11; 57; 60;
1604228590;25,40999984741211;24,950000762939453;0; 0; 0; 0;8; 11; 57; 60;
1604228593;25,389999389648438;24,950000762939453;0; 0; 0; 0;8; 11; 57; 60;
1604228596;25,389999389648438;24,950000762939453;0; 0; 0; 0;8; 11; 57; 60;
1604228600;25,389999389648438;24,979999542236328;0; 0; 0; 0;8; 11; 57; 60;
1604228600;25,389999389648438;24,989999771118164;33,26000000000005; 35,14000000000004; 27,210000000000036; 2500;9; 12; 58; 61;
1604228603;25,440000534057617;25,020000457763672;0; 0; 0; 0;9; 12; 58; 61;
1604228606;25,520000457763672;25,030000686645508;0; 0; 0; 0;9; 12; 58; 61;
1604228609;25,56999969482422;25,049999237060547;0; 0; 0; 0;9; 12; 58; 61;
1604228611;25,610000610351562;25,059999465942383;33,670000000000016; 35,610000000000014; 27,700000000000045; 2500;5; 12; 54; 61;
